country_name,indicator_name,value,year
Djibouti,"Labor force, female (% of total labor force)",38.77363255,2010
Afghanistan,"Labor force, female (% of total labor force)",15.47916701,2010
United Kingdom,"Labor force, female (% of total labor force)",46.02755442,2010
El Salvador,"Labor force, female (% of total labor force)",41.7088696,2010
Poland,"Labor force, female (% of total labor force)",45.04411554,2010
Luxembourg,"Labor force, female (% of total labor force)",43.44942096,2010
Moldova,"Labor force, female (% of total labor force)",48.59405925,2010
Kyrgyz Republic,"Labor force, female (% of total labor force)",41.72372256,2010
Libya,"Labor force, female (% of total labor force)",33.97254971,2010
Namibia,"Labor force, female (% of total labor force)",48.07638617,2010
Hungary,"Labor force, female (% of total labor force)",46.15031451,2010
Italy,"Labor force, female (% of total labor force)",41.1658599,2010
Maldives,"Labor force, female (% of total labor force)",30.46105864,2010
Botswana,"Labor force, female (% of total labor force)",46.52413582,2010
Cabo Verde,"Labor force, female (% of total labor force)",40.2844378,2010
North Macedonia,"Labor force, female (% of total labor force)",38.70853812,2010
Bolivia,"Labor force, female (% of total labor force)",43.08651182,2010
Togo,"Labor force, female (% of total labor force)",47.39676222,2010
Niger,"Labor force, female (% of total labor force)",43.91751916,2010
India,"Labor force, female (% of total labor force)",23.03253742,2010
"Congo, Dem. Rep.","Labor force, female (% of total labor force)",48.87095031,2010
Cyprus,"Labor force, female (% of total labor force)",45.34408048,2010
Czech Republic,"Labor force, female (% of total labor force)",43.27633526,2010
Ghana,"Labor force, female (% of total labor force)",47.41442421,2010
Puerto Rico,"Labor force, female (% of total labor force)",42.14732218,2010
Gabon,"Labor force, female (% of total labor force)",40.12218905,2010
Ireland,"Labor force, female (% of total labor force)",44.79719535,2010
Trinidad and Tobago,"Labor force, female (% of total labor force)",41.67404137,2010
France,"Labor force, female (% of total labor force)",47.25174378,2010
Guyana,"Labor force, female (% of total labor force)",35.14991882,2010
Honduras,"Labor force, female (% of total labor force)",35.14376461,2010
South Sudan,"Labor force, female (% of total labor force)",48.63512722,2010
Senegal,"Labor force, female (% of total labor force)",37.31131716,2010
Vietnam,"Labor force, female (% of total labor force)",47.68098567,2010
Chile,"Unemployment, total (% of total labor force)",8.42,2010
Peru,"Unemployment, total (% of total labor force)",3.3,2010
Malaysia,"Unemployment, total (% of total labor force)",3.25,2010
Mali,"Unemployment, total (% of total labor force)",8.07,2010
Syrian Arab Republic,"Unemployment, total (% of total labor force)",8.61,2010
Bosnia and Herzegovina,"Unemployment, total (% of total labor force)",27.31,2010
Vanuatu,"Unemployment, total (% of total labor force)",1.85,2010
Cuba,"Unemployment, total (% of total labor force)",2.5,2010
Paraguay,"Unemployment, total (% of total labor force)",4.57,2010
Indonesia,"Unemployment, total (% of total labor force)",5.61,2010
Timor-Leste,"Unemployment, total (% of total labor force)",3.3,2010
"Hong Kong SAR, China","Unemployment, total (% of total labor force)",4.31,2010
Algeria,"Unemployment, total (% of total labor force)",9.96,2010
Lao PDR,"Unemployment, total (% of total labor force)",0.71,2010
Trinidad and Tobago,"Unemployment, total (% of total labor force)",4.03,2010
Botswana,"Unemployment, total (% of total labor force)",17.86,2010
Zimbabwe,"Unemployment, total (% of total labor force)",5.22,2010
Eswatini,"Unemployment, total (% of total labor force)",26.82,2010
Canada,"Unemployment, total (% of total labor force)",8.06,2010
Oman,"Unemployment, total (% of total labor force)",3.71,2010
Bolivia,"Unemployment, total (% of total labor force)",2.55,2010
Ukraine,"Unemployment, total (% of total labor force)",8.1,2010
Uruguay,"Unemployment, total (% of total labor force)",7.16,2010
Nigeria,"Unemployment, total (% of total labor force)",3.77,2010
Portugal,"Unemployment, total (% of total labor force)",10.77,2010
Sweden,"Unemployment, total (% of total labor force)",8.61,2010
Georgia,"Unemployment, total (% of total labor force)",20.2,2010
Guinea,"Unemployment, total (% of total labor force)",4.45,2010
Tunisia,"Unemployment, total (% of total labor force)",13.05,2010
Bangladesh,"Unemployment, total (% of total labor force)",3.38,2010
Moldova,"Unemployment, total (% of total labor force)",7.45,2010
Nicaragua,"Unemployment, total (% of total labor force)",7.83,2010
Romania,"Unemployment, total (% of total labor force)",6.96,2010
Italy,"Unemployment, total (% of total labor force)",8.36,2010
Guinea-Bissau,"Unemployment, total (% of total labor force)",3.08,2010
Thailand,"Unemployment, total (% of total labor force)",0.62,2010
"Yemen, Rep.","Unemployment, total (% of total labor force)",12.93,2010
Ethiopia,"Unemployment, total (% of total labor force)",2.34,2010
Slovenia,"Unemployment, total (% of total labor force)",7.24,2010
Solomon Islands,"Unemployment, total (% of total labor force)",1.64,2010
Pakistan,"Unemployment, total (% of total labor force)",0.65,2010
Ireland,"Unemployment, total (% of total labor force)",14.53,2010
"Korea, Dem. People's Rep.","Unemployment, total (% of total labor force)",2.9,2010
"Congo, Rep.","Unemployment, total (% of total labor force)",13.95,2010
Mauritius,"Unemployment, total (% of total labor force)",7.65,2010
"Gambia, The","Unemployment, total (% of total labor force)",9.41,2010
Japan,"Unemployment, total (% of total labor force)",5.1,2010
United Kingdom,"Unemployment, total (% of total labor force)",7.79,2010
Cyprus,"Unemployment, total (% of total labor force)",6.26,2010
Cameroon,"Unemployment, total (% of total labor force)",4.11,2010
Guatemala,"Unemployment, total (% of total labor force)",3.5,2010
Puerto Rico,"Unemployment, total (% of total labor force)",16.1,2010
Kazakhstan,"Unemployment, total (% of total labor force)",5.77,2010
Vietnam,"Unemployment, total (% of total labor force)",1.11,2010
New Caledonia,"Unemployment, total (% of total labor force)",14.03,2010
Germany,"Unemployment, total (% of total labor force)",6.97,2010
Jamaica,"Unemployment, total (% of total labor force)",12.37,2010
Kyrgyz Republic,"Unemployment, total (% of total labor force)",8.64,2010
Cabo Verde,"Unemployment, total (% of total labor force)",10.67,2010
India,"Unemployment, total (% of total labor force)",5.65,2010
Lebanon,"Unemployment, total (% of total labor force)",6.4,2010
Belarus,"Unemployment, total (% of total labor force)",6.11,2010
Bulgaria,"Unemployment, total (% of total labor force)",10.28,2010
Ecuador,"Unemployment, total (% of total labor force)",4.09,2010
South Africa,"Unemployment, total (% of total labor force)",24.68,2010
Switzerland,"Unemployment, total (% of total labor force)",4.8,2010
Norway,"Unemployment, total (% of total labor force)",3.52,2010
Ghana,"Unemployment, total (% of total labor force)",5.32,2010
Afghanistan,"Unemployment, total (% of total labor force)",11.52,2010
Lithuania,"Unemployment, total (% of total labor force)",17.81,2010
South Sudan,"Unemployment, total (% of total labor force)",12.58,2010
United Arab Emirates,"Unemployment, total (% of total labor force)",2.36,2010
Qatar,"Unemployment, total (% of total labor force)",0.45,2010
Tajikistan,"Unemployment, total (% of total labor force)",10.85,2010
Slovak Republic,"Unemployment, total (% of total labor force)",14.38,2010
Turkey,"Unemployment, total (% of total labor force)",10.66,2010
Sierra Leone,"Unemployment, total (% of total labor force)",4.16,2010
Honduras,"Unemployment, total (% of total labor force)",4.12,2010
Kenya,"Unemployment, total (% of total labor force)",2.86,2010
Libya,"Unemployment, total (% of total labor force)",19.03,2010
St. Lucia,"Unemployment, total (% of total labor force)",17.11,2010
Tonga,"Unemployment, total (% of total labor force)",1.75,2010
French Polynesia,"Unemployment, total (% of total labor force)",11.58,2010
Russian Federation,"Unemployment, total (% of total labor force)",7.37,2010
Uzbekistan,"Unemployment, total (% of total labor force)",5.4,2010
Virgin Islands (U.S.),"Unemployment, total (% of total labor force)",7.2,2010
Latvia,"Unemployment, total (% of total labor force)",19.48,2010
Malta,"Unemployment, total (% of total labor force)",6.85,2010
Togo,"Unemployment, total (% of total labor force)",2.39,2010
Burkina Faso,"Unemployment, total (% of total labor force)",4.68,2010
Dominican Republic,"Unemployment, total (% of total labor force)",5.21,2010
New Zealand,"Unemployment, total (% of total labor force)",6.56,2010
El Salvador,"Unemployment, total (% of total labor force)",4.89,2010
Serbia,"Unemployment, total (% of total labor force)",19.22,2010
Haiti,"Unemployment, total (% of total labor force)",15.34,2010
Albania,"Unemployment, total (% of total labor force)",14.09,2010
Sudan,"Unemployment, total (% of total labor force)",15.17,2010
United States,"Unemployment, total (% of total labor force)",9.63,2010
Rwanda,"Unemployment, total (% of total labor force)",1.07,2010
Cambodia,"Unemployment, total (% of total labor force)",0.77,2010
Namibia,"Unemployment, total (% of total labor force)",22.1,2010
Guyana,"Unemployment, total (% of total labor force)",12.05,2010
Kuwait,"Unemployment, total (% of total labor force)",1.82,2010
Djibouti,"Unemployment, total (% of total labor force)",11.52,2010
Nepal,"Unemployment, total (% of total labor force)",1.88,2010
Jordan,"Unemployment, total (% of total labor force)",12.5,2010
Morocco,"Unemployment, total (% of total labor force)",9.09,2010
Mozambique,"Unemployment, total (% of total labor force)",3.25,2010
Finland,"Unemployment, total (% of total labor force)",8.39,2010
Samoa,"Unemployment, total (% of total labor force)",5.6,2010
"Iran, Islamic Rep.","Unemployment, total (% of total labor force)",13.52,2010
Liberia,"Unemployment, total (% of total labor force)",2.27,2010
Cote d'Ivoire,"Unemployment, total (% of total labor force)",6.71,2010
Angola,"Unemployment, total (% of total labor force)",9.43,2010
Tanzania,"Unemployment, total (% of total labor force)",2.98,2010
Mongolia,"Unemployment, total (% of total labor force)",6.55,2010
Iraq,"Unemployment, total (% of total labor force)",8.34,2010
Argentina,"Unemployment, total (% of total labor force)",7.71,2010
Central African Republic,"Unemployment, total (% of total labor force)",4.38,2010
Chad,"Unemployment, total (% of total labor force)",1.59,2010
North Macedonia,"Unemployment, total (% of total labor force)",32.02,2010
West Bank and Gaza,"Unemployment, total (% of total labor force)",21.42,2010
Costa Rica,"Unemployment, total (% of total labor force)",7.17,2010
Netherlands,"Unemployment, total (% of total labor force)",4.99,2010
Bhutan,"Unemployment, total (% of total labor force)",3.32,2010
"Venezuela, RB","Unemployment, total (% of total labor force)",7.11,2010
Eritrea,"Unemployment, total (% of total labor force)",6.76,2010
Sao Tome and Principe,"Unemployment, total (% of total labor force)",14.64,2010
Madagascar,"Unemployment, total (% of total labor force)",4.28,2010
Somalia,"Unemployment, total (% of total labor force)",13.39,2010
Armenia,"Unemployment, total (% of total labor force)",19.01,2010
Zambia,"Unemployment, total (% of total labor force)",13.19,2010
Comoros,"Unemployment, total (% of total labor force)",6.6,2010
Estonia,"Unemployment, total (% of total labor force)",16.71,2010
France,"Unemployment, total (% of total labor force)",8.87,2010
Gabon,"Unemployment, total (% of total labor force)",20.39,2010
Mauritania,"Unemployment, total (% of total labor force)",9.86,2010
"Congo, Dem. Rep.","Unemployment, total (% of total labor force)",3.98,2010
Maldives,"Unemployment, total (% of total labor force)",10.28,2010
Spain,"Unemployment, total (% of total labor force)",19.86,2010
Azerbaijan,"Unemployment, total (% of total labor force)",5.63,2010
Hungary,"Unemployment, total (% of total labor force)",11.17,2010
Malawi,"Unemployment, total (% of total labor force)",5.94,2010
Bahrain,"Unemployment, total (% of total labor force)",1.13,2010
Uganda,"Unemployment, total (% of total labor force)",3.61,2010
Israel,"Unemployment, total (% of total labor force)",8.48,2010
Singapore,"Unemployment, total (% of total labor force)",4.12,2010
Austria,"Unemployment, total (% of total labor force)",4.82,2010
Niger,"Unemployment, total (% of total labor force)",0.58,2010
Equatorial Guinea,"Unemployment, total (% of total labor force)",8.42,2010
Luxembourg,"Unemployment, total (% of total labor force)",4.36,2010
Belgium,"Unemployment, total (% of total labor force)",8.29,2010
Czech Republic,"Unemployment, total (% of total labor force)",7.28,2010
Poland,"Unemployment, total (% of total labor force)",9.64,2010
Saudi Arabia,"Unemployment, total (% of total labor force)",5.55,2010
"Bahamas, The","Unemployment, total (% of total labor force)",14.33,2010
"Macao SAR, China","Unemployment, total (% of total labor force)",2.84,2010
Montenegro,"Unemployment, total (% of total labor force)",19.65,2010
Iceland,"Unemployment, total (% of total labor force)",7.56,2010
China,"Unemployment, total (% of total labor force)",4.5,2010
Colombia,"Unemployment, total (% of total labor force)",10.98,2010
"Egypt, Arab Rep.","Unemployment, total (% of total labor force)",8.76,2010
Senegal,"Unemployment, total (% of total labor force)",10.34,2010
Sri Lanka,"Unemployment, total (% of total labor force)",4.78,2010
St. Vincent and the Grenadines,"Unemployment, total (% of total labor force)",19.32,2010
Brazil,"Unemployment, total (% of total labor force)",7.73,2010
Denmark,"Unemployment, total (% of total labor force)",7.75,2010
Mexico,"Unemployment, total (% of total labor force)",5.3,2010
Myanmar,"Unemployment, total (% of total labor force)",0.79,2010
Fiji,"Unemployment, total (% of total labor force)",4.32,2010
Guam,"Unemployment, total (% of total labor force)",8.2,2010
Australia,"Unemployment, total (% of total labor force)",5.21,2010
Belize,"Unemployment, total (% of total labor force)",8.45,2010
"Korea, Rep.","Unemployment, total (% of total labor force)",3.7,2010
Lesotho,"Unemployment, total (% of total labor force)",26.81,2010
Burundi,"Unemployment, total (% of total labor force)",1.74,2010
Greece,"Unemployment, total (% of total labor force)",12.71,2010
Barbados,"Unemployment, total (% of total labor force)",10.69,2010
Benin,"Unemployment, total (% of total labor force)",1.04,2010
Croatia,"Unemployment, total (% of total labor force)",11.62,2010
Panama,"Unemployment, total (% of total labor force)",3.71,2010
Philippines,"Unemployment, total (% of total labor force)",3.61,2010
Suriname,"Unemployment, total (% of total labor force)",7.15,2010
Papua New Guinea,"Unemployment, total (% of total labor force)",1,2010
Turkmenistan,"Unemployment, total (% of total labor force)",1,2010
Comoros,"School enrollment, tertiary, female (% gross)",4.926259995,2010
France,"School enrollment, tertiary, female (% gross)",61.24570847,2010
Aruba,"School enrollment, tertiary, female (% gross)",43.9353981,2010
Sao Tome and Principe,"School enrollment, tertiary, female (% gross)",4.27038002,2010
Saudi Arabia,"School enrollment, tertiary, female (% gross)",39.29681015,2010
Senegal,"School enrollment, tertiary, female (% gross)",5.604030132,2010
Chile,"School enrollment, tertiary, female (% gross)",70.32852936,2010
Liechtenstein,"School enrollment, tertiary, female (% gross)",27.3576107,2010
Czech Republic,"School enrollment, tertiary, female (% gross)",74.8884964,2010
Ethiopia,"School enrollment, tertiary, female (% gross)",4.494569778,2010
Malta,"School enrollment, tertiary, female (% gross)",42.9495697,2010
Croatia,"School enrollment, tertiary, female (% gross)",62.116539,2010
Rwanda,"School enrollment, tertiary, female (% gross)",5.186120033,2010
Jordan,"School enrollment, tertiary, female (% gross)",39.59064865,2010
Switzerland,"School enrollment, tertiary, female (% gross)",52.65945816,2010
Belize,"School enrollment, tertiary, female (% gross)",26.86474037,2010
Jamaica,"School enrollment, tertiary, female (% gross)",37.79227829,2010
Kyrgyz Republic,"School enrollment, tertiary, female (% gross)",47.75468826,2010
Cote d'Ivoire,"School enrollment, tertiary, female (% gross)",5.161449909,2010
Mexico,"School enrollment, tertiary, female (% gross)",27.25700951,2010
Slovenia,"School enrollment, tertiary, female (% gross)",107.4362106,2010
Albania,"School enrollment, tertiary, female (% gross)",51.5710907,2010
Azerbaijan,"School enrollment, tertiary, female (% gross)",19.1563797,2010
Barbados,"School enrollment, tertiary, female (% gross)",95.81394958,2010
Benin,"School enrollment, tertiary, female (% gross)",7.186779976,2010
Oman,"School enrollment, tertiary, female (% gross)",28.48785973,2010
Qatar,"School enrollment, tertiary, female (% gross)",26.28676033,2010
Ireland,"School enrollment, tertiary, female (% gross)",65.4138031,2010
Antigua and Barbuda,"School enrollment, tertiary, female (% gross)",24.15147018,2010
Tajikistan,"School enrollment, tertiary, female (% gross)",15.78600025,2010
Thailand,"School enrollment, tertiary, female (% gross)",56.55099869,2010
Chad,"School enrollment, tertiary, female (% gross)",0.620689988,2010
Mauritius,"School enrollment, tertiary, female (% gross)",36.91035843,2010
Puerto Rico,"School enrollment, tertiary, female (% gross)",106.9095764,2010
Malawi,"School enrollment, tertiary, female (% gross)",0.535210013,2010
Mauritania,"School enrollment, tertiary, female (% gross)",2.498080015,2010
Madagascar,"School enrollment, tertiary, female (% gross)",3.500570059,2010
Netherlands,"School enrollment, tertiary, female (% gross)",67.26598358,2010
Uganda,"School enrollment, tertiary, female (% gross)",3.486299992,2010
Colombia,"School enrollment, tertiary, female (% gross)",41.34383011,2010
Timor-Leste,"School enrollment, tertiary, female (% gross)",14.81589031,2010
"Yemen, Rep.","School enrollment, tertiary, female (% gross)",6.506440163,2010
Indonesia,"School enrollment, tertiary, female (% gross)",22.47407913,2010
Armenia,"School enrollment, tertiary, female (% gross)",58.0341301,2010
Ukraine,"School enrollment, tertiary, female (% gross)",89.53579712,2010
Iceland,"School enrollment, tertiary, female (% gross)",101.5426865,2010
Uzbekistan,"School enrollment, tertiary, female (% gross)",7.580180168,2010
Panama,"School enrollment, tertiary, female (% gross)",53.70442963,2010
Greece,"School enrollment, tertiary, female (% gross)",107.3407516,2010
Mali,"School enrollment, tertiary, female (% gross)",3.563600063,2010
Zimbabwe,"School enrollment, tertiary, female (% gross)",5.714660168,2010
Uruguay,"School enrollment, tertiary, female (% gross)",65.05851746,2010
Cuba,"School enrollment, tertiary, female (% gross)",118.6249008,2010
Djibouti,"School enrollment, tertiary, female (% gross)",3.08423996,2010
Montenegro,"School enrollment, tertiary, female (% gross)",58.33446121,2010
Norway,"School enrollment, tertiary, female (% gross)",91.21774292,2010
Portugal,"School enrollment, tertiary, female (% gross)",71.16143799,2010
Liberia,"School enrollment, tertiary, female (% gross)",6.57833004,2010
"Egypt, Arab Rep.","School enrollment, tertiary, female (% gross)",30.01423073,2010
Cambodia,"School enrollment, tertiary, female (% gross)",10.47134018,2010
Morocco,"School enrollment, tertiary, female (% gross)",13.82102013,2010
Estonia,"School enrollment, tertiary, female (% gross)",85.85199738,2010
Latvia,"School enrollment, tertiary, female (% gross)",88.43244934,2010
Nigeria,"School enrollment, tertiary, female (% gross)",8.124300003,2010
"Hong Kong SAR, China","School enrollment, tertiary, female (% gross)",59.4615593,2010
Lithuania,"School enrollment, tertiary, female (% gross)",104.5515671,2010
Belgium,"School enrollment, tertiary, female (% gross)",75.9227829,2010
Algeria,"School enrollment, tertiary, female (% gross)",35.4210701,2010
Burkina Faso,"School enrollment, tertiary, female (% gross)",2.308690071,2010
Vietnam,"School enrollment, tertiary, female (% gross)",23.01379013,2010
Tunisia,"School enrollment, tertiary, female (% gross)",43.22497177,2010
Canada,"School enrollment, tertiary, female (% gross)",71.8228302,2010
Paraguay,"School enrollment, tertiary, female (% gross)",40.88206863,2010
Kazakhstan,"School enrollment, tertiary, female (% gross)",51.68812943,2010
Malaysia,"School enrollment, tertiary, female (% gross)",42.99131012,2010
Guyana,"School enrollment, tertiary, female (% gross)",16.33975983,2010
Sweden,"School enrollment, tertiary, female (% gross)",89.57826996,2010
"Gambia, The","School enrollment, tertiary, female (% gross)",1.610200047,2010
Nepal,"School enrollment, tertiary, female (% gross)",11.29164028,2010
Sri Lanka,"School enrollment, tertiary, female (% gross)",20.8731308,2010
"Macao SAR, China","School enrollment, tertiary, female (% gross)",54.09354019,2010
Burundi,"School enrollment, tertiary, female (% gross)",2.292629957,2010
Denmark,"School enrollment, tertiary, female (% gross)",87.44200897,2010
"Iran, Islamic Rep.","School enrollment, tertiary, female (% gross)",44.10528183,2010
West Bank and Gaza,"School enrollment, tertiary, female (% gross)",54.86598969,2010
Philippines,"School enrollment, tertiary, female (% gross)",32.91117096,2010
Slovak Republic,"School enrollment, tertiary, female (% gross)",69.61710358,2010
Bhutan,"School enrollment, tertiary, female (% gross)",5.516260147,2010
Serbia,"School enrollment, tertiary, female (% gross)",55.62778854,2010
Luxembourg,"School enrollment, tertiary, female (% gross)",19.2244091,2010
St. Lucia,"School enrollment, tertiary, female (% gross)",17.82500076,2010
Syrian Arab Republic,"School enrollment, tertiary, female (% gross)",23.94379997,2010
China,"School enrollment, tertiary, female (% gross)",24.95606995,2010
Hungary,"School enrollment, tertiary, female (% gross)",73.77800751,2010
Bermuda,"School enrollment, tertiary, female (% gross)",41.37596893,2010
Bulgaria,"School enrollment, tertiary, female (% gross)",66.09697723,2010
India,"School enrollment, tertiary, female (% gross)",15.05774021,2010
Israel,"School enrollment, tertiary, female (% gross)",74.55251312,2010
Central African Republic,"School enrollment, tertiary, female (% gross)",1.308200002,2010
Cyprus,"School enrollment, tertiary, female (% gross)",45.62976074,2010
Mongolia,"School enrollment, tertiary, female (% gross)",65.11734009,2010
El Salvador,"School enrollment, tertiary, female (% gross)",27.38869095,2010
Finland,"School enrollment, tertiary, female (% gross)",103.0724716,2010
Lao PDR,"School enrollment, tertiary, female (% gross)",14.37841988,2010
Sudan,"School enrollment, tertiary, female (% gross)",17.19208908,2010
Tanzania,"School enrollment, tertiary, female (% gross)",1.94125998,2010
Guinea,"School enrollment, tertiary, female (% gross)",5.240449905,2010
Italy,"School enrollment, tertiary, female (% gross)",77.70516205,2010
Belarus,"School enrollment, tertiary, female (% gross)",94.59195709,2010
Turks and Caicos Islands,"School enrollment, tertiary, female (% gross)",0.270029992,2010
Eritrea,"School enrollment, tertiary, female (% gross)",1.782699943,2010
Cabo Verde,"School enrollment, tertiary, female (% gross)",20.32139969,2010
Georgia,"School enrollment, tertiary, female (% gross)",37.04547119,2010
Poland,"School enrollment, tertiary, female (% gross)",90.67485046,2010
Argentina,"School enrollment, tertiary, female (% gross)",87.82827759,2010
Spain,"School enrollment, tertiary, female (% gross)",84.16236877,2010
Niger,"School enrollment, tertiary, female (% gross)",0.793200016,2010
North Macedonia,"School enrollment, tertiary, female (% gross)",40.39519882,2010
Honduras,"School enrollment, tertiary, female (% gross)",20.94901085,2010
"Korea, Rep.","School enrollment, tertiary, female (% gross)",86.81078339,2010
United Kingdom,"School enrollment, tertiary, female (% gross)",67.52451324,2010
Mozambique,"School enrollment, tertiary, female (% gross)",3.665940046,2010
Romania,"School enrollment, tertiary, female (% gross)",74.36121368,2010
Cameroon,"School enrollment, tertiary, female (% gross)",10.00333977,2010
Slovenia,"Mortality rate, infant (per 1,000 live births)",2.6,2010
Bahrain,"Mortality rate, infant (per 1,000 live births)",7.3,2010
Comoros,"Mortality rate, infant (per 1,000 live births)",62.1,2010
Guinea-Bissau,"Mortality rate, infant (per 1,000 live births)",71.9,2010
Paraguay,"Mortality rate, infant (per 1,000 live births)",21.9,2010
Bulgaria,"Mortality rate, infant (per 1,000 live births)",9.1,2010
Cuba,"Mortality rate, infant (per 1,000 live births)",4.8,2010
Estonia,"Mortality rate, infant (per 1,000 live births)",3.6,2010
Sudan,"Mortality rate, infant (per 1,000 live births)",50.6,2010
Turkey,"Mortality rate, infant (per 1,000 live births)",15.6,2010
Zambia,"Mortality rate, infant (per 1,000 live births)",52.3,2010
Namibia,"Mortality rate, infant (per 1,000 live births)",36.3,2010
Japan,"Mortality rate, infant (per 1,000 live births)",2.3,2010
Botswana,"Mortality rate, infant (per 1,000 live births)",24.6,2010
Cambodia,"Mortality rate, infant (per 1,000 live births)",37.4,2010
Tunisia,"Mortality rate, infant (per 1,000 live births)",15.8,2010
Colombia,"Mortality rate, infant (per 1,000 live births)",15.8,2010
Kuwait,"Mortality rate, infant (per 1,000 live births)",8.9,2010
Spain,"Mortality rate, infant (per 1,000 live births)",3.2,2010
Georgia,"Mortality rate, infant (per 1,000 live births)",12.7,2010
Qatar,"Mortality rate, infant (per 1,000 live births)",7.8,2010
Solomon Islands,"Mortality rate, infant (per 1,000 live births)",21.8,2010
Italy,"Mortality rate, infant (per 1,000 live births)",3.4,2010
Burkina Faso,"Mortality rate, infant (per 1,000 live births)",68.2,2010
Kyrgyz Republic,"Mortality rate, infant (per 1,000 live births)",26.1,2010
Timor-Leste,"Mortality rate, infant (per 1,000 live births)",51.6,2010
Tonga,"Mortality rate, infant (per 1,000 live births)",14.5,2010
Bangladesh,"Mortality rate, infant (per 1,000 live births)",38.6,2010
Guyana,"Mortality rate, infant (per 1,000 live births)",30.5,2010
Andorra,"Mortality rate, infant (per 1,000 live births)",4.3,2010
Malawi,"Mortality rate, infant (per 1,000 live births)",53.2,2010
St. Kitts and Nevis,"Mortality rate, infant (per 1,000 live births)",14.6,2010
Croatia,"Mortality rate, infant (per 1,000 live births)",4.7,2010
Moldova,"Mortality rate, infant (per 1,000 live births)",14.7,2010
El Salvador,"Mortality rate, infant (per 1,000 live births)",16.4,2010
Finland,"Mortality rate, infant (per 1,000 live births)",2.5,2010
Angola,"Mortality rate, infant (per 1,000 live births)",75.9,2010
Antigua and Barbuda,"Mortality rate, infant (per 1,000 live births)",8.7,2010
Denmark,"Mortality rate, infant (per 1,000 live births)",3.5,2010
"Korea, Dem. People's Rep.","Mortality rate, infant (per 1,000 live births)",23.1,2010
Uruguay,"Mortality rate, infant (per 1,000 live births)",9.3,2010
Malta,"Mortality rate, infant (per 1,000 live births)",5.9,2010
Mauritania,"Mortality rate, infant (per 1,000 live births)",61.7,2010
Syrian Arab Republic,"Mortality rate, infant (per 1,000 live births)",16.2,2010
Nicaragua,"Mortality rate, infant (per 1,000 live births)",20.2,2010
Singapore,"Mortality rate, infant (per 1,000 live births)",2.2,2010
"Korea, Rep.","Mortality rate, infant (per 1,000 live births)",3.5,2010
South Sudan,"Mortality rate, infant (per 1,000 live births)",68.3,2010
Cabo Verde,"Mortality rate, infant (per 1,000 live births)",22.1,2010
Czech Republic,"Mortality rate, infant (per 1,000 live births)",2.7,2010
Mexico,"Mortality rate, infant (per 1,000 live births)",16.4,2010
Oman,"Mortality rate, infant (per 1,000 live births)",10.1,2010
Seychelles,"Mortality rate, infant (per 1,000 live births)",12.1,2010
Jamaica,"Mortality rate, infant (per 1,000 live births)",15.5,2010
Mali,"Mortality rate, infant (per 1,000 live births)",76.7,2010
Belize,"Mortality rate, infant (per 1,000 live births)",16.2,2010
San Marino,"Mortality rate, infant (per 1,000 live births)",2.4,2010
Lebanon,"Mortality rate, infant (per 1,000 live births)",8.8,2010
Tanzania,"Mortality rate, infant (per 1,000 live births)",47.3,2010
Gabon,"Mortality rate, infant (per 1,000 live births)",41.6,2010
Honduras,"Mortality rate, infant (per 1,000 live births)",19.8,2010
Iceland,"Mortality rate, infant (per 1,000 live births)",2.1,2010
United Kingdom,"Mortality rate, infant (per 1,000 live births)",4.4,2010
Eritrea,"Mortality rate, infant (per 1,000 live births)",39.1,2010
Peru,"Mortality rate, infant (per 1,000 live births)",15.5,2010
Thailand,"Mortality rate, infant (per 1,000 live births)",11.7,2010
Ecuador,"Mortality rate, infant (per 1,000 live births)",15.7,2010
Philippines,"Mortality rate, infant (per 1,000 live births)",24.8,2010
Lao PDR,"Mortality rate, infant (per 1,000 live births)",51.6,2010
Bolivia,"Mortality rate, infant (per 1,000 live births)",32.7,2010
Turkmenistan,"Mortality rate, infant (per 1,000 live births)",36.9,2010
Ethiopia,"Mortality rate, infant (per 1,000 live births)",54.3,2010
"Gambia, The","Mortality rate, infant (per 1,000 live births)",45.5,2010
Haiti,"Mortality rate, infant (per 1,000 live births)",85.4,2010
Poland,"Mortality rate, infant (per 1,000 live births)",5.1,2010
Iraq,"Mortality rate, infant (per 1,000 live births)",28.5,2010
Benin,"Mortality rate, infant (per 1,000 live births)",70.6,2010
Costa Rica,"Mortality rate, infant (per 1,000 live births)",9.2,2010
New Zealand,"Mortality rate, infant (per 1,000 live births)",5.1,2010
Pakistan,"Mortality rate, infant (per 1,000 live births)",70.1,2010
Papua New Guinea,"Mortality rate, infant (per 1,000 live births)",44.5,2010
Barbados,"Mortality rate, infant (per 1,000 live births)",13.8,2010
Nigeria,"Mortality rate, infant (per 1,000 live births)",84.6,2010
Eswatini,"Mortality rate, infant (per 1,000 live births)",55.2,2010
St. Vincent and the Grenadines,"Mortality rate, infant (per 1,000 live births)",17.7,2010
Cameroon,"Mortality rate, infant (per 1,000 live births)",68.8,2010
Montenegro,"Mortality rate, infant (per 1,000 live births)",5.8,2010
Morocco,"Mortality rate, infant (per 1,000 live births)",27.3,2010
Sierra Leone,"Mortality rate, infant (per 1,000 live births)",107.2,2010
Suriname,"Mortality rate, infant (per 1,000 live births)",20.5,2010
Mauritius,"Mortality rate, infant (per 1,000 live births)",12.5,2010
